mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,32,4096,12,2,128,warmup,0,17329,0
scna-fp16,32,4096,12,2,128,warmup,1,17285,0
scna-fp16,32,4096,12,2,128,warmup,2,17472,0
scna-fp16,32,4096,12,2,128,warmup,3,17525,0
scna-fp16,32,4096,12,2,128,warmup,4,17463,0
scna-fp16,32,4096,12,2,128,measure,0,17363,0
scna-fp16,32,4096,12,2,128,measure,1,17405,0
scna-fp16,32,4096,12,2,128,measure,2,17524,0
scna-fp16,32,4096,12,2,128,measure,3,17380,0
scna-fp16,32,4096,12,2,128,measure,4,17327,0
scna-fp16,32,4096,12,2,128,measure,5,17318,0
scna-fp16,32,4096,12,2,128,measure,6,17365,0
scna-fp16,32,4096,12,2,128,measure,7,17353,0
scna-fp16,32,4096,12,2,128,measure,8,17337,0
scna-fp16,32,4096,12,2,128,measure,9,17307,0
scna-fp16,32,4096,12,2,128,measure,10,17381,0
scna-fp16,32,4096,12,2,128,measure,11,17325,0
scna-fp16,32,4096,12,2,128,measure,12,17272,0
scna-fp16,32,4096,12,2,128,measure,13,17250,0
scna-fp16,32,4096,12,2,128,measure,14,17529,0
scna-fp16,32,4096,12,2,128,measure,15,17309,0
scna-fp16,32,4096,12,2,128,measure,16,17469,0
scna-fp16,32,4096,12,2,128,measure,17,17405,0
scna-fp16,32,4096,12,2,128,measure,18,17364,0
scna-fp16,32,4096,12,2,128,measure,19,17235,0
