mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,16,4096,12,2,128,warmup,0,16914,0
scna-fp16,16,4096,12,2,128,warmup,1,17022,0
scna-fp16,16,4096,12,2,128,warmup,2,17065,0
scna-fp16,16,4096,12,2,128,warmup,3,17195,0
scna-fp16,16,4096,12,2,128,warmup,4,17137,0
scna-fp16,16,4096,12,2,128,measure,0,17112,0
scna-fp16,16,4096,12,2,128,measure,1,17142,0
scna-fp16,16,4096,12,2,128,measure,2,17154,0
scna-fp16,16,4096,12,2,128,measure,3,17214,0
scna-fp16,16,4096,12,2,128,measure,4,17159,0
scna-fp16,16,4096,12,2,128,measure,5,17222,0
scna-fp16,16,4096,12,2,128,measure,6,17186,0
scna-fp16,16,4096,12,2,128,measure,7,17201,0
scna-fp16,16,4096,12,2,128,measure,8,17172,0
scna-fp16,16,4096,12,2,128,measure,9,17243,0
scna-fp16,16,4096,12,2,128,measure,10,17135,0
scna-fp16,16,4096,12,2,128,measure,11,17151,0
scna-fp16,16,4096,12,2,128,measure,12,17066,0
scna-fp16,16,4096,12,2,128,measure,13,17067,0
scna-fp16,16,4096,12,2,128,measure,14,17077,0
scna-fp16,16,4096,12,2,128,measure,15,17098,0
scna-fp16,16,4096,12,2,128,measure,16,17160,0
scna-fp16,16,4096,12,2,128,measure,17,17150,0
scna-fp16,16,4096,12,2,128,measure,18,17050,0
scna-fp16,16,4096,12,2,128,measure,19,17087,0
