mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,16,4096,12,2,128,warmup,0,9255,0
scna-fp16,16,4096,12,2,128,warmup,1,9336,0
scna-fp16,16,4096,12,2,128,warmup,2,9034,0
scna-fp16,16,4096,12,2,128,warmup,3,9142,0
scna-fp16,16,4096,12,2,128,warmup,4,9169,0
scna-fp16,16,4096,12,2,128,measure,0,9312,0
scna-fp16,16,4096,12,2,128,measure,1,9315,0
scna-fp16,16,4096,12,2,128,measure,2,9347,0
scna-fp16,16,4096,12,2,128,measure,3,9386,0
scna-fp16,16,4096,12,2,128,measure,4,9218,0
scna-fp16,16,4096,12,2,128,measure,5,9315,0
scna-fp16,16,4096,12,2,128,measure,6,9293,0
scna-fp16,16,4096,12,2,128,measure,7,9252,0
scna-fp16,16,4096,12,2,128,measure,8,9214,0
scna-fp16,16,4096,12,2,128,measure,9,9206,0
scna-fp16,16,4096,12,2,128,measure,10,9331,0
scna-fp16,16,4096,12,2,128,measure,11,9168,0
scna-fp16,16,4096,12,2,128,measure,12,9237,0
scna-fp16,16,4096,12,2,128,measure,13,9223,0
scna-fp16,16,4096,12,2,128,measure,14,9231,0
scna-fp16,16,4096,12,2,128,measure,15,9339,0
scna-fp16,16,4096,12,2,128,measure,16,9168,0
scna-fp16,16,4096,12,2,128,measure,17,9214,0
scna-fp16,16,4096,12,2,128,measure,18,9216,0
scna-fp16,16,4096,12,2,128,measure,19,9183,0
