mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,32,4096,12,2,128,warmup,0,32967,0
scna-fp16,32,4096,12,2,128,warmup,1,33035,0
scna-fp16,32,4096,12,2,128,warmup,2,33148,0
scna-fp16,32,4096,12,2,128,warmup,3,32906,0
scna-fp16,32,4096,12,2,128,warmup,4,33025,0
scna-fp16,32,4096,12,2,128,measure,0,33027,0
scna-fp16,32,4096,12,2,128,measure,1,32966,0
scna-fp16,32,4096,12,2,128,measure,2,32981,0
scna-fp16,32,4096,12,2,128,measure,3,33015,0
scna-fp16,32,4096,12,2,128,measure,4,33009,0
scna-fp16,32,4096,12,2,128,measure,5,33121,0
scna-fp16,32,4096,12,2,128,measure,6,33061,0
scna-fp16,32,4096,12,2,128,measure,7,33003,0
scna-fp16,32,4096,12,2,128,measure,8,32976,0
scna-fp16,32,4096,12,2,128,measure,9,33067,0
scna-fp16,32,4096,12,2,128,measure,10,33024,0
scna-fp16,32,4096,12,2,128,measure,11,32980,0
scna-fp16,32,4096,12,2,128,measure,12,33121,0
scna-fp16,32,4096,12,2,128,measure,13,33006,0
scna-fp16,32,4096,12,2,128,measure,14,33059,0
scna-fp16,32,4096,12,2,128,measure,15,32921,0
scna-fp16,32,4096,12,2,128,measure,16,32900,0
scna-fp16,32,4096,12,2,128,measure,17,33070,0
scna-fp16,32,4096,12,2,128,measure,18,33037,0
scna-fp16,32,4096,12,2,128,measure,19,33128,0
