mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,8,4096,12,2,128,warmup,0,5442,0
scna-int8,8,4096,12,2,128,warmup,1,5572,0
scna-int8,8,4096,12,2,128,warmup,2,5628,0
scna-int8,8,4096,12,2,128,warmup,3,5603,0
scna-int8,8,4096,12,2,128,warmup,4,5653,0
scna-int8,8,4096,12,2,128,measure,0,5651,0
scna-int8,8,4096,12,2,128,measure,1,5642,0
scna-int8,8,4096,12,2,128,measure,2,5619,0
scna-int8,8,4096,12,2,128,measure,3,5611,0
scna-int8,8,4096,12,2,128,measure,4,5636,0
scna-int8,8,4096,12,2,128,measure,5,5628,0
scna-int8,8,4096,12,2,128,measure,6,5678,0
scna-int8,8,4096,12,2,128,measure,7,5729,0
scna-int8,8,4096,12,2,128,measure,8,5662,0
scna-int8,8,4096,12,2,128,measure,9,5581,0
scna-int8,8,4096,12,2,128,measure,10,5644,0
scna-int8,8,4096,12,2,128,measure,11,5678,0
scna-int8,8,4096,12,2,128,measure,12,5732,0
scna-int8,8,4096,12,2,128,measure,13,5659,0
scna-int8,8,4096,12,2,128,measure,14,5612,0
scna-int8,8,4096,12,2,128,measure,15,5586,0
scna-int8,8,4096,12,2,128,measure,16,5581,0
scna-int8,8,4096,12,2,128,measure,17,5616,0
scna-int8,8,4096,12,2,128,measure,18,5580,0
scna-int8,8,4096,12,2,128,measure,19,5607,0
