mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,iteration,record_count,profiled_total,q_load,k_load,v_load,qk_dot,safe_sm,core_acc,o_scale,o_store,q_load_pct,k_load_pct,v_load_pct,qk_dot_pct,safe_sm_pct,core_acc_pct,o_scale_pct,o_store_pct
lut-exp,8,4096,12,2,128,9,2,622,4,179,200,7,216,8,1,7,0.6430868167202572,28.778135048231512,32.154340836012864,1.1254019292604502,34.726688102893895,1.2861736334405145,0.1607717041800643,1.1254019292604502
lut-exp,8,4096,12,2,128,10,2,612,4,164,199,7,221,9,1,7,0.6535947712418301,26.797385620915033,32.51633986928105,1.1437908496732025,36.11111111111111,1.4705882352941175,0.16339869281045752,1.1437908496732025
lut-exp,8,4096,12,2,128,11,2,619,4,179,196,8,218,8,0,6,0.6462035541195477,28.91760904684976,31.663974151857836,1.2924071082390953,35.21809369951534,1.2924071082390953,0.0,0.9693053311793215
lut-exp,8,4096,12,2,128,12,2,633,4,186,207,7,215,6,1,7,0.631911532385466,29.383886255924168,32.70142180094787,1.1058451816745656,33.965244865718795,0.9478672985781991,0.1579778830963665,1.1058451816745656
lut-exp,8,4096,12,2,128,13,2,619,4,179,197,7,217,7,1,7,0.6462035541195477,28.91760904684976,31.82552504038772,1.1308562197092082,35.056542810985455,1.1308562197092082,0.16155088852988692,1.1308562197092082
lut-exp,8,4096,12,2,128,14,2,629,4,175,213,7,213,9,1,7,0.6359300476947536,27.821939586645467,33.86327503974563,1.1128775834658187,33.86327503974563,1.4308426073131957,0.1589825119236884,1.1128775834658187
lut-exp,8,4096,12,2,128,15,2,636,4,163,227,7,217,9,1,8,0.628930817610063,25.628930817610062,35.691823899371066,1.10062893081761,34.11949685534591,1.4150943396226416,0.15723270440251574,1.257861635220126
lut-exp,8,4096,12,2,128,16,2,633,4,188,204,7,216,7,2,5,0.631911532385466,29.6998420221169,32.22748815165877,1.1058451816745656,34.12322274881517,1.1058451816745656,0.315955766192733,0.7898894154818324
lut-exp,8,4096,12,2,128,17,2,609,4,161,205,7,217,7,1,7,0.6568144499178982,26.436781609195403,33.66174055829228,1.1494252873563218,35.63218390804598,1.1494252873563218,0.16420361247947454,1.1494252873563218
lut-exp,8,4096,12,2,128,18,2,632,4,176,213,7,215,9,1,7,0.6329113924050633,27.848101265822784,33.70253164556962,1.1075949367088607,34.01898734177215,1.4240506329113924,0.15822784810126583,1.1075949367088607
lut-exp,8,4096,12,2,128,19,2,624,4,174,211,8,211,7,2,7,0.641025641025641,27.884615384615387,33.81410256410257,1.282051282051282,33.81410256410257,1.1217948717948718,0.3205128205128205,1.1217948717948718
lut-exp,16,4096,12,2,128,0,2,802,8,177,125,12,452,14,2,12,0.997506234413965,22.069825436408976,15.586034912718205,1.4962593516209477,56.35910224438903,1.7456359102244388,0.24937655860349126,1.4962593516209477
lut-exp,16,4096,12,2,128,1,2,808,10,184,126,13,446,16,1,12,1.2376237623762376,22.772277227722775,15.594059405940595,1.608910891089109,55.1980198019802,1.9801980198019802,0.12376237623762376,1.4851485148514851
lut-exp,16,4096,12,2,128,2,2,783,8,169,125,13,439,15,2,12,1.0217113665389528,21.58365261813538,15.964240102171138,1.6602809706257982,56.06641123882503,1.9157088122605364,0.2554278416347382,1.532567049808429
lut-exp,16,4096,12,2,128,3,2,810,8,199,124,13,436,17,1,12,0.9876543209876543,24.567901234567902,15.308641975308642,1.6049382716049383,53.827160493827165,2.0987654320987654,0.12345679012345678,1.4814814814814816
lut-exp,16,4096,12,2,128,4,2,847,8,216,125,13,452,17,2,14,0.9445100354191263,25.50177095631641,14.757969303423849,1.5348288075560803,53.36481700118064,2.0070838252656436,0.23612750885478156,1.6528925619834711
lut-exp,16,4096,12,2,128,5,2,812,8,176,127,12,455,17,3,14,0.9852216748768473,21.67487684729064,15.64039408866995,1.477832512315271,56.03448275862068,2.0935960591133003,0.3694581280788177,1.7241379310344827
lut-exp,16,4096,12,2,128,6,2,802,8,189,125,12,440,15,1,12,0.997506234413965,23.566084788029926,15.586034912718205,1.4962593516209477,54.862842892768086,1.8703241895261846,0.12468827930174563,1.4962593516209477
lut-exp,16,4096,12,2,128,7,2,796,8,178,127,11,444,15,1,12,1.0050251256281406,22.36180904522613,15.954773869346733,1.3819095477386936,55.778894472361806,1.8844221105527637,0.12562814070351758,1.507537688442211
lut-exp,16,4096,12,2,128,8,2,822,8,193,127,12,453,16,1,12,0.9732360097323601,23.479318734793186,15.450121654501217,1.4598540145985401,55.1094890510949,1.9464720194647203,0.12165450121654502,1.4598540145985401
lut-exp,16,4096,12,2,128,9,2,837,10,203,127,13,454,15,3,12,1.1947431302270013,24.253285543608126,15.173237753882916,1.5531660692951015,54.24133811230586,1.7921146953405016,0.35842293906810035,1.4336917562724014
lut-exp,16,4096,12,2,128,10,2,808,8,188,126,12,445,16,1,12,0.9900990099009901,23.26732673267327,15.594059405940595,1.4851485148514851,55.07425742574258,1.9801980198019802,0.12376237623762376,1.4851485148514851
lut-exp,16,4096,12,2,128,11,2,801,8,183,129,13,438,18,1,11,0.9987515605493134,22.846441947565545,16.10486891385768,1.6229712858926344,54.68164794007491,2.247191011235955,0.12484394506866417,1.373283395755306
lut-exp,16,4096,12,2,128,12,2,814,8,189,128,13,446,15,1,14,0.9828009828009828,23.21867321867322,15.724815724815725,1.597051597051597,54.791154791154796,1.8427518427518428,0.12285012285012285,1.71990171990172
lut-exp,16,4096,12,2,128,13,2,798,8,181,125,12,445,14,2,11,1.0025062656641603,22.681704260651628,15.664160401002505,1.5037593984962405,55.764411027568926,1.7543859649122806,0.2506265664160401,1.3784461152882206
lut-exp,16,4096,12,2,128,14,2,820,8,197,126,14,448,14,2,11,0.975609756097561,24.024390243902438,15.365853658536585,1.707317073170732,54.63414634146342,1.707317073170732,0.24390243902439024,1.3414634146341464
lut-exp,16,4096,12,2,128,15,2,785,8,175,126,13,439,12,1,11,1.019108280254777,22.29299363057325,16.050955414012737,1.6560509554140128,55.92356687898089,1.5286624203821657,0.12738853503184713,1.4012738853503186
lut-exp,16,4096,12,2,128,16,2,807,8,195,127,12,440,13,1,11,0.9913258983890955,24.1635687732342,15.737298636926889,1.486988847583643,54.522924411400254,1.6109045848822798,0.12391573729863693,1.3630731102850062
lut-exp,16,4096,12,2,128,17,2,805,10,190,128,13,439,12,1,12,1.2422360248447204,23.60248447204969,15.900621118012422,1.6149068322981366,54.53416149068323,1.4906832298136645,0.12422360248447205,1.4906832298136645
lut-exp,16,4096,12,2,128,18,2,803,8,180,129,11,445,17,1,12,0.9962640099626401,22.415940224159403,16.064757160647574,1.36986301369863,55.41718555417185,2.1170610211706102,0.12453300124533001,1.4943960149439601
lut-exp,16,4096,12,2,128,19,2,844,8,212,126,12,456,16,2,12,0.9478672985781991,25.118483412322274,14.928909952606634,1.4218009478672986,54.02843601895735,1.8957345971563981,0.23696682464454977,1.4218009478672986
lut-exp,32,4096,12,2,128,0,2,1322,16,201,115,24,898,43,3,22,1.2102874432677762,15.204236006051437,8.69894099848714,1.8154311649016641,67.92738275340393,3.252647503782148,0.22692889561270801,1.6641452344931922
lut-exp,32,4096,12,2,128,1,2,1343,15,198,115,24,923,43,3,22,1.1169024571854058,14.743112434847358,8.562918838421444,1.7870439314966493,68.72673119880864,3.201787043931496,0.22338049143708116,1.6381236038719285
lut-exp,32,4096,12,2,128,2,2,1337,16,169,122,24,936,43,3,24,1.1967090501121915,12.640239341810023,9.12490650710546,1.795063575168287,70.0074794315632,3.2161555721765147,0.22438294689603588,1.795063575168287
lut-exp,32,4096,12,2,128,3,2,1324,15,180,114,24,921,45,3,22,1.1329305135951662,13.595166163141995,8.610271903323262,1.812688821752266,69.5619335347432,3.3987915407854987,0.22658610271903326,1.6616314199395772
lut-exp,32,4096,12,2,128,4,2,1339,15,184,115,23,934,43,3,22,1.1202389843166543,13.741598207617626,8.588498879761016,1.7176997759522032,69.75354742345033,3.2113517550410755,0.22404779686333084,1.6430171769977595
lut-exp,32,4096,12,2,128,5,2,1350,14,194,115,24,935,43,3,22,1.037037037037037,14.37037037037037,8.518518518518519,1.7777777777777777,69.25925925925925,3.185185185185185,0.2222222222222222,1.6296296296296295
lut-exp,32,4096,12,2,128,6,2,1328,15,182,114,24,927,41,3,22,1.1295180722891567,13.704819277108435,8.58433734939759,1.8072289156626504,69.80421686746988,3.087349397590361,0.2259036144578313,1.6566265060240966
lut-exp,32,4096,12,2,128,7,2,1337,14,176,115,25,940,42,3,22,1.0471204188481675,13.163799551234106,8.601346297681376,1.8698578908002992,70.30665669409125,3.1413612565445024,0.22438294689603588,1.6454749439042633
lut-exp,32,4096,12,2,128,8,2,1334,16,184,116,24,925,44,3,22,1.199400299850075,13.793103448275861,8.695652173913043,1.7991004497751124,69.34032983508246,3.2983508245877062,0.22488755622188905,1.6491754122938531
lut-exp,32,4096,12,2,128,9,2,1355,14,203,115,24,930,43,3,23,1.033210332103321,14.981549815498155,8.487084870848708,1.7712177121771218,68.63468634686348,3.1734317343173433,0.22140221402214022,1.6974169741697416
lut-exp,32,4096,12,2,128,10,2,1371,16,206,114,25,940,44,3,23,1.1670313639679066,15.025528811086797,8.315098468271334,1.8234865061998542,68.56309263311452,3.209336250911744,0.2188183807439825,1.6776075857038657
lut-exp,32,4096,12,2,128,11,2,1331,16,190,116,24,915,44,3,23,1.2021036814425246,14.274981217129978,8.715251690458302,1.8031555221637865,68.74530428249437,3.3057851239669422,0.2253944402704733,1.7280240420736288
lut-exp,32,4096,12,2,128,12,2,1363,16,206,113,24,933,44,3,24,1.173881144534116,15.113719735876744,8.290535583272193,1.760821716801174,68.45194424064563,3.2281731474688184,0.22010271460014674,1.760821716801174
lut-exp,32,4096,12,2,128,13,2,1340,15,190,115,24,928,42,3,23,1.1194029850746268,14.17910447761194,8.582089552238806,1.791044776119403,69.25373134328359,3.134328358208955,0.22388059701492538,1.7164179104477613
lut-exp,32,4096,12,2,128,14,2,1321,16,177,114,24,921,42,3,24,1.2112036336109009,13.398940196820591,8.629825889477669,1.8168054504163513,69.71990915972748,3.1794095382286147,0.22710068130204392,1.8168054504163513
lut-exp,32,4096,12,2,128,15,2,1342,16,187,115,24,936,41,1,22,1.1922503725782414,13.934426229508196,8.569299552906111,1.7883755588673622,69.74664679582713,3.055141579731744,0.07451564828614009,1.639344262295082
lut-exp,32,4096,12,2,128,16,2,1333,14,180,117,24,932,41,3,22,1.0502625656414104,13.50337584396099,8.777194298574644,1.8004501125281318,69.91747936984247,3.075768942235559,0.22505626406601648,1.6504126031507877
lut-exp,32,4096,12,2,128,17,2,1335,16,178,115,24,933,44,3,22,1.198501872659176,13.333333333333334,8.614232209737828,1.7977528089887642,69.88764044943821,3.295880149812734,0.22471910112359553,1.647940074906367
lut-exp,32,4096,12,2,128,18,2,1334,16,183,115,24,928,42,3,23,1.199400299850075,13.718140929535233,8.620689655172415,1.7991004497751124,69.56521739130434,3.1484257871064467,0.22488755622188905,1.7241379310344827
lut-exp,32,4096,12,2,128,19,2,1357,15,200,114,25,938,40,3,22,1.105379513633014,14.738393515106853,8.400884303610907,1.8422991893883567,69.12306558585114,2.9476787030213707,0.2210759027266028,1.6212232866617537
