mode,qo_len,kv_len,n_heads,n_kv_heads,head_dim,iteration,record_count,profiled_total,q_load,k_load,v_load,qk_dot,safe_sm,core_acc,o_scale,o_store,q_load_pct,k_load_pct,v_load_pct,qk_dot_pct,safe_sm_pct,core_acc_pct,o_scale_pct,o_store_pct
baseline,16,4096,12,2,128,3,2,1152,8,168,143,14,791,15,1,12,0.6944444444444444,14.583333333333334,12.413194444444445,1.215277777777778,68.66319444444444,1.3020833333333335,0.08680555555555555,1.0416666666666665
baseline,16,4096,12,2,128,4,2,1154,8,171,163,14,772,13,1,12,0.6932409012131715,14.818024263431543,14.124783362218372,1.2131715771230502,66.89774696707106,1.1265164644714039,0.08665511265164644,1.0398613518197575
baseline,16,4096,12,2,128,5,2,1132,8,171,142,12,771,14,2,12,0.7067137809187279,15.106007067137808,12.54416961130742,1.0600706713780919,68.1095406360424,1.2367491166077738,0.17667844522968199,1.0600706713780919
baseline,16,4096,12,2,128,6,2,1159,10,165,151,11,792,14,2,14,0.8628127696289906,14.236410698878343,13.028472821397758,0.9490940465918896,68.33477135461605,1.2079378774805867,0.1725625539257981,1.2079378774805867
baseline,16,4096,12,2,128,7,2,1162,8,182,141,12,793,13,1,12,0.6884681583476765,15.66265060240964,12.134251290877797,1.0327022375215147,68.24440619621342,1.1187607573149743,0.08605851979345956,1.0327022375215147
baseline,16,4096,12,2,128,8,2,1142,8,165,138,13,789,14,1,14,0.7005253940455342,14.448336252189142,12.084063047285463,1.138353765323993,69.0893169877408,1.2259194395796849,0.08756567425569177,1.2259194395796849
baseline,16,4096,12,2,128,9,2,1175,8,188,146,13,794,13,1,12,0.6808510638297872,16.0,12.425531914893618,1.1063829787234043,67.57446808510639,1.1063829787234043,0.0851063829787234,1.0212765957446808
baseline,16,4096,12,2,128,10,2,1153,8,177,140,13,789,13,1,12,0.6938421509106678,15.351257588898527,12.142237640936687,1.1274934952298352,68.43018213356461,1.1274934952298352,0.08673026886383348,1.0407632263660018
baseline,16,4096,12,2,128,11,2,1152,8,171,147,12,786,15,1,12,0.6944444444444444,14.84375,12.760416666666666,1.0416666666666665,68.22916666666666,1.3020833333333335,0.08680555555555555,1.0416666666666665
baseline,16,4096,12,2,128,12,2,1146,8,167,147,12,784,15,1,12,0.6980802792321117,14.572425828970331,12.827225130890053,1.0471204188481675,68.41186736474695,1.3089005235602094,0.08726003490401396,1.0471204188481675
baseline,16,4096,12,2,128,13,2,1138,8,159,141,13,791,13,1,12,0.7029876977152899,13.971880492091387,12.390158172231985,1.1423550087873462,69.5079086115993,1.1423550087873462,0.08787346221441124,1.054481546572935
baseline,16,4096,12,2,128,14,2,1166,8,174,152,12,792,13,3,12,0.6861063464837049,14.922813036020582,13.036020583190394,1.0291595197255576,67.9245283018868,1.1149228130360207,0.2572898799313894,1.0291595197255576
baseline,16,4096,12,2,128,15,2,1161,10,175,146,13,791,13,1,12,0.8613264427217916,15.07321274763135,12.575366063738159,1.119724375538329,68.13092161929372,1.119724375538329,0.08613264427217916,1.03359173126615
baseline,16,4096,12,2,128,16,2,1150,8,168,143,12,792,13,2,12,0.6956521739130435,14.608695652173914,12.434782608695652,1.0434782608695654,68.8695652173913,1.1304347826086958,0.17391304347826086,1.0434782608695654
baseline,16,4096,12,2,128,17,2,1110,8,155,138,13,769,13,2,12,0.7207207207207207,13.963963963963963,12.432432432432433,1.1711711711711712,69.27927927927928,1.1711711711711712,0.18018018018018017,1.0810810810810811
baseline,16,4096,12,2,128,18,2,1144,8,177,137,14,782,13,1,12,0.6993006993006993,15.472027972027972,11.975524475524475,1.2237762237762237,68.35664335664336,1.1363636363636365,0.08741258741258741,1.048951048951049
baseline,16,4096,12,2,128,19,2,1162,8,183,152,12,780,14,1,12,0.6884681583476765,15.748709122203097,13.080895008605854,1.0327022375215147,67.12564543889845,1.2048192771084338,0.08605851979345956,1.0327022375215147
baseline,32,4096,12,2,128,0,2,2197,16,173,123,25,1796,39,3,22,0.7282658170232135,7.874374146563495,5.598543468365953,1.137915339098771,81.7478379608557,1.7751479289940828,0.13654984069185253,1.0013654984069187
baseline,32,4096,12,2,128,1,2,2187,16,178,124,24,1783,37,3,22,0.7315957933241883,8.139003200731596,5.6698673982624594,1.0973936899862824,81.52720621856425,1.6918152720621855,0.1371742112482853,1.0059442158207592
baseline,32,4096,12,2,128,2,2,2199,16,172,124,23,1799,39,3,23,0.7276034561164165,7.821737153251478,5.638926784902228,1.0459299681673488,81.80991359708959,1.7735334242837655,0.1364256480218281,1.0459299681673488
baseline,32,4096,12,2,128,3,2,2191,16,177,126,24,1784,37,3,24,0.730260155180283,8.07850296668188,5.7507987220447285,1.0953902327704246,81.42400730260155,1.6887266088544046,0.13692377909630307,1.0953902327704246
baseline,32,4096,12,2,128,4,2,2219,16,189,126,24,1798,40,3,23,0.7210455159981974,8.517350157728707,5.678233438485805,1.081568273997296,81.02748986029744,1.8026137899954935,0.135196034249662,1.0365029292474088
baseline,32,4096,12,2,128,5,2,2175,16,173,127,24,1772,36,3,24,0.735632183908046,7.954022988505748,5.839080459770115,1.103448275862069,81.47126436781609,1.6551724137931034,0.13793103448275862,1.103448275862069
baseline,32,4096,12,2,128,6,2,2195,16,187,126,23,1780,37,3,23,0.7289293849658315,8.519362186788156,5.740318906605923,1.0478359908883828,81.09339407744875,1.685649202733485,0.1366742596810934,1.0478359908883828
baseline,32,4096,12,2,128,7,2,2190,16,195,127,23,1764,39,3,23,0.730593607305936,8.904109589041095,5.799086757990867,1.0502283105022832,80.54794520547945,1.7808219178082192,0.136986301369863,1.0502283105022832
baseline,32,4096,12,2,128,8,2,2190,16,166,130,25,1786,40,3,24,0.730593607305936,7.579908675799087,5.93607305936073,1.141552511415525,81.55251141552512,1.82648401826484,0.136986301369863,1.095890410958904
baseline,32,4096,12,2,128,9,2,2179,16,181,128,24,1765,39,3,23,0.7342817806333181,8.30656264341441,5.8742542450665445,1.101422670949977,81.0004589261129,1.7898118402937127,0.13767783386874713,1.0555300596603947
baseline,32,4096,12,2,128,10,2,2183,16,161,136,24,1782,38,3,23,0.7329363261566652,7.375171781951442,6.229958772331654,1.0994044892349977,81.63078332569857,1.7407237746220796,0.1374255611543747,1.0535959688502061
baseline,32,4096,12,2,128,11,2,2200,16,171,130,23,1792,41,4,23,0.7272727272727273,7.7727272727272725,5.909090909090909,1.0454545454545454,81.45454545454545,1.8636363636363635,0.18181818181818182,1.0454545454545454
baseline,32,4096,12,2,128,12,2,2161,16,163,132,24,1765,36,3,22,0.7403979639055993,7.542804257288292,6.108283202221194,1.1105969458583989,81.67515039333641,1.6658954187875983,0.13882461823229986,1.018047200370199
baseline,32,4096,12,2,128,13,2,2182,16,172,132,24,1770,41,3,24,0.7332722273143905,7.882676443629697,6.049495875343721,1.0999083409715857,81.11824014665444,1.8790100824931255,0.13748854262144822,1.0999083409715857
baseline,32,4096,12,2,128,14,2,2192,16,174,136,23,1781,37,3,22,0.7299270072992701,7.937956204379562,6.204379562043796,1.0492700729927007,81.25,1.687956204379562,0.13686131386861314,1.0036496350364963
baseline,32,4096,12,2,128,15,2,2201,16,178,132,23,1786,39,3,24,0.7269422989550204,8.087233075874604,5.997273966378919,1.0449795547478418,81.14493412085416,1.7719218537028625,0.13630168105406634,1.0904134484325307
baseline,32,4096,12,2,128,16,2,2201,16,179,137,23,1778,41,3,24,0.7269422989550204,8.13266696955929,6.224443434802362,1.0449795547478418,80.78146297137665,1.8627896410722398,0.13630168105406634,1.0904134484325307
baseline,32,4096,12,2,128,17,2,2190,16,191,135,24,1757,40,3,24,0.730593607305936,8.721461187214611,6.164383561643835,1.095890410958904,80.22831050228311,1.82648401826484,0.136986301369863,1.095890410958904
baseline,32,4096,12,2,128,18,2,2199,16,174,131,23,1791,38,3,23,0.7276034561164165,7.91268758526603,5.95725329695316,1.0459299681673488,81.44611186903138,1.7280582082764895,0.1364256480218281,1.0459299681673488
baseline,32,4096,12,2,128,19,2,2190,16,179,128,24,1777,39,3,24,0.730593607305936,8.17351598173516,5.844748858447488,1.095890410958904,81.14155251141553,1.7808219178082192,0.136986301369863,1.095890410958904
