mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,8,32,4096,12,2,128,warmup,0,2643,0
scna-int8,8,32,4096,12,2,128,warmup,1,2623,0
scna-int8,8,32,4096,12,2,128,warmup,2,2638,0
scna-int8,8,32,4096,12,2,128,warmup,3,2621,0
scna-int8,8,32,4096,12,2,128,warmup,4,2609,0
scna-int8,8,32,4096,12,2,128,measure,0,2620,0
scna-int8,8,32,4096,12,2,128,measure,1,2645,0
scna-int8,8,32,4096,12,2,128,measure,2,2638,0
scna-int8,8,32,4096,12,2,128,measure,3,2562,0
scna-int8,8,32,4096,12,2,128,measure,4,2634,0
scna-int8,8,32,4096,12,2,128,measure,5,2647,0
scna-int8,8,32,4096,12,2,128,measure,6,2635,0
scna-int8,8,32,4096,12,2,128,measure,7,2564,0
scna-int8,8,32,4096,12,2,128,measure,8,2711,0
scna-int8,8,32,4096,12,2,128,measure,9,2801,0
scna-int8,8,32,4096,12,2,128,measure,10,2789,0
scna-int8,8,32,4096,12,2,128,measure,11,2809,0
scna-int8,8,32,4096,12,2,128,measure,12,2832,0
scna-int8,8,32,4096,12,2,128,measure,13,2758,0
scna-int8,8,32,4096,12,2,128,measure,14,2725,0
scna-int8,8,32,4096,12,2,128,measure,15,2771,0
scna-int8,8,32,4096,12,2,128,measure,16,2809,0
scna-int8,8,32,4096,12,2,128,measure,17,2774,0
scna-int8,8,32,4096,12,2,128,measure,18,2833,0
scna-int8,8,32,4096,12,2,128,measure,19,2776,0
