mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,32,4,4096,12,2,128,warmup,0,1340,0
scna-int8,32,4,4096,12,2,128,warmup,1,1219,0
scna-int8,32,4,4096,12,2,128,warmup,2,1158,0
scna-int8,32,4,4096,12,2,128,warmup,3,1218,0
scna-int8,32,4,4096,12,2,128,warmup,4,1248,0
scna-int8,32,4,4096,12,2,128,measure,0,1223,0
scna-int8,32,4,4096,12,2,128,measure,1,1227,0
scna-int8,32,4,4096,12,2,128,measure,2,1237,0
scna-int8,32,4,4096,12,2,128,measure,3,1218,0
scna-int8,32,4,4096,12,2,128,measure,4,1196,0
scna-int8,32,4,4096,12,2,128,measure,5,1229,0
scna-int8,32,4,4096,12,2,128,measure,6,1228,0
scna-int8,32,4,4096,12,2,128,measure,7,1218,0
scna-int8,32,4,4096,12,2,128,measure,8,1326,0
scna-int8,32,4,4096,12,2,128,measure,9,1320,0
scna-int8,32,4,4096,12,2,128,measure,10,1412,0
scna-int8,32,4,4096,12,2,128,measure,11,1334,0
scna-int8,32,4,4096,12,2,128,measure,12,1400,0
scna-int8,32,4,4096,12,2,128,measure,13,1295,0
scna-int8,32,4,4096,12,2,128,measure,14,1288,0
scna-int8,32,4,4096,12,2,128,measure,15,1377,0
scna-int8,32,4,4096,12,2,128,measure,16,1402,0
scna-int8,32,4,4096,12,2,128,measure,17,1260,0
scna-int8,32,4,4096,12,2,128,measure,18,1389,0
scna-int8,32,4,4096,12,2,128,measure,19,1404,0
