mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,16,8,4096,12,2,128,warmup,0,1382,0
scna-fp16,16,8,4096,12,2,128,warmup,1,1505,0
scna-fp16,16,8,4096,12,2,128,warmup,2,1515,0
scna-fp16,16,8,4096,12,2,128,warmup,3,1474,0
scna-fp16,16,8,4096,12,2,128,warmup,4,1506,0
scna-fp16,16,8,4096,12,2,128,measure,0,1516,0
scna-fp16,16,8,4096,12,2,128,measure,1,1497,0
scna-fp16,16,8,4096,12,2,128,measure,2,1578,0
scna-fp16,16,8,4096,12,2,128,measure,3,1504,0
scna-fp16,16,8,4096,12,2,128,measure,4,1592,0
scna-fp16,16,8,4096,12,2,128,measure,5,1493,0
scna-fp16,16,8,4096,12,2,128,measure,6,1482,0
scna-fp16,16,8,4096,12,2,128,measure,7,1578,0
scna-fp16,16,8,4096,12,2,128,measure,8,1642,0
scna-fp16,16,8,4096,12,2,128,measure,9,1701,0
scna-fp16,16,8,4096,12,2,128,measure,10,1582,0
scna-fp16,16,8,4096,12,2,128,measure,11,1599,0
scna-fp16,16,8,4096,12,2,128,measure,12,1614,0
scna-fp16,16,8,4096,12,2,128,measure,13,1668,0
scna-fp16,16,8,4096,12,2,128,measure,14,1649,0
scna-fp16,16,8,4096,12,2,128,measure,15,1628,0
scna-fp16,16,8,4096,12,2,128,measure,16,1635,0
scna-fp16,16,8,4096,12,2,128,measure,17,1582,0
scna-fp16,16,8,4096,12,2,128,measure,18,1670,0
scna-fp16,16,8,4096,12,2,128,measure,19,1606,0
