mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,32,16,4096,12,2,128,warmup,0,2493,0
scna-int8,32,16,4096,12,2,128,warmup,1,2666,0
scna-int8,32,16,4096,12,2,128,warmup,2,2641,0
scna-int8,32,16,4096,12,2,128,warmup,3,2633,0
scna-int8,32,16,4096,12,2,128,warmup,4,2598,0
scna-int8,32,16,4096,12,2,128,measure,0,2657,0
scna-int8,32,16,4096,12,2,128,measure,1,2694,0
scna-int8,32,16,4096,12,2,128,measure,2,2510,0
scna-int8,32,16,4096,12,2,128,measure,3,2522,0
scna-int8,32,16,4096,12,2,128,measure,4,2509,0
scna-int8,32,16,4096,12,2,128,measure,5,2550,0
scna-int8,32,16,4096,12,2,128,measure,6,2581,0
scna-int8,32,16,4096,12,2,128,measure,7,2501,0
scna-int8,32,16,4096,12,2,128,measure,8,2568,0
scna-int8,32,16,4096,12,2,128,measure,9,2584,0
scna-int8,32,16,4096,12,2,128,measure,10,2520,0
scna-int8,32,16,4096,12,2,128,measure,11,2559,0
scna-int8,32,16,4096,12,2,128,measure,12,2652,0
scna-int8,32,16,4096,12,2,128,measure,13,2648,0
scna-int8,32,16,4096,12,2,128,measure,14,2643,0
scna-int8,32,16,4096,12,2,128,measure,15,2702,0
scna-int8,32,16,4096,12,2,128,measure,16,2651,0
scna-int8,32,16,4096,12,2,128,measure,17,2587,0
scna-int8,32,16,4096,12,2,128,measure,18,2735,0
scna-int8,32,16,4096,12,2,128,measure,19,2739,0
