mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-fp16,32,32,4096,12,2,128,warmup,0,4202,0
scna-fp16,32,32,4096,12,2,128,warmup,1,4265,0
scna-fp16,32,32,4096,12,2,128,warmup,2,4379,0
scna-fp16,32,32,4096,12,2,128,warmup,3,4326,0
scna-fp16,32,32,4096,12,2,128,warmup,4,4309,0
scna-fp16,32,32,4096,12,2,128,measure,0,4335,0
scna-fp16,32,32,4096,12,2,128,measure,1,4153,0
scna-fp16,32,32,4096,12,2,128,measure,2,4202,0
scna-fp16,32,32,4096,12,2,128,measure,3,4236,0
scna-fp16,32,32,4096,12,2,128,measure,4,4219,0
scna-fp16,32,32,4096,12,2,128,measure,5,4174,0
scna-fp16,32,32,4096,12,2,128,measure,6,4226,0
scna-fp16,32,32,4096,12,2,128,measure,7,4153,0
scna-fp16,32,32,4096,12,2,128,measure,8,4221,0
scna-fp16,32,32,4096,12,2,128,measure,9,4252,0
scna-fp16,32,32,4096,12,2,128,measure,10,4155,0
scna-fp16,32,32,4096,12,2,128,measure,11,4265,0
scna-fp16,32,32,4096,12,2,128,measure,12,4220,0
scna-fp16,32,32,4096,12,2,128,measure,13,4153,0
scna-fp16,32,32,4096,12,2,128,measure,14,4243,0
scna-fp16,32,32,4096,12,2,128,measure,15,4129,0
scna-fp16,32,32,4096,12,2,128,measure,16,4204,0
scna-fp16,32,32,4096,12,2,128,measure,17,4239,0
scna-fp16,32,32,4096,12,2,128,measure,18,4180,0
scna-fp16,32,32,4096,12,2,128,measure,19,4178,0
