mode,scna_width,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_elapsed_us,ret
scna-int8,16,4,4096,12,2,128,warmup,0,1019,0
scna-int8,16,4,4096,12,2,128,warmup,1,1133,0
scna-int8,16,4,4096,12,2,128,warmup,2,1112,0
scna-int8,16,4,4096,12,2,128,warmup,3,1109,0
scna-int8,16,4,4096,12,2,128,warmup,4,1131,0
scna-int8,16,4,4096,12,2,128,measure,0,1121,0
scna-int8,16,4,4096,12,2,128,measure,1,1150,0
scna-int8,16,4,4096,12,2,128,measure,2,1099,0
scna-int8,16,4,4096,12,2,128,measure,3,1130,0
scna-int8,16,4,4096,12,2,128,measure,4,1140,0
scna-int8,16,4,4096,12,2,128,measure,5,1213,0
scna-int8,16,4,4096,12,2,128,measure,6,1190,0
scna-int8,16,4,4096,12,2,128,measure,7,1217,0
scna-int8,16,4,4096,12,2,128,measure,8,1227,0
scna-int8,16,4,4096,12,2,128,measure,9,1130,0
scna-int8,16,4,4096,12,2,128,measure,10,1217,0
scna-int8,16,4,4096,12,2,128,measure,11,1187,0
scna-int8,16,4,4096,12,2,128,measure,12,1211,0
scna-int8,16,4,4096,12,2,128,measure,13,1191,0
scna-int8,16,4,4096,12,2,128,measure,14,1211,0
scna-int8,16,4,4096,12,2,128,measure,15,1220,0
scna-int8,16,4,4096,12,2,128,measure,16,1199,0
scna-int8,16,4,4096,12,2,128,measure,17,1088,0
scna-int8,16,4,4096,12,2,128,measure,18,1107,0
scna-int8,16,4,4096,12,2,128,measure,19,1191,0
