mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,spin,spin,-1,1,unpinned,8,4096,12,2,128,warmup,0,1302,1281,1296,1279,0,1296,100227,0,0,1,9,69,1195,9,1283,541717b1f7dc7b1c,0
baseline,spin,spin,-1,1,unpinned,8,4096,12,2,128,warmup,1,1469,1301,1286,1286,0,1286,101594,0,0,1,8,69,1189,10,1277,541717b1f7dc7b1c,0
baseline,spin,spin,-1,1,unpinned,8,4096,12,2,128,warmup,2,1171,1170,1168,1168,0,1168,159163,0,0,1,8,70,1072,9,1159,541717b1f7dc7b1c,0
baseline,spin,spin,-1,4,unpinned,8,4096,12,2,128,warmup,3,1167,1140,1163,1132,0,1163,153856,0,0,1,9,70,1065,10,1154,541717b1f7dc7b1c,0
baseline,spin,spin,-1,4,unpinned,8,4096,12,2,128,warmup,4,1169,1169,1166,1166,0,1166,158976,0,0,1,8,70,1070,10,1158,541717b1f7dc7b1c,0
baseline,spin,spin,-1,4,unpinned,8,4096,12,2,128,measure,0,1219,1054,1214,1051,0,1214,141126,0,0,1,9,69,1070,9,1157,541717b1f7dc7b1c,0
baseline,spin,spin,-1,4,unpinned,8,4096,12,2,128,measure,1,1165,1164,1161,1162,0,1161,158397,0,0,1,9,70,1064,10,1153,541717b1f7dc7b1c,0
baseline,spin,spin,-1,0,unpinned,8,4096,12,2,128,measure,2,1157,1097,1154,1095,0,1154,148092,0,0,1,8,69,1058,9,1145,541717b1f7dc7b1c,0
baseline,spin,spin,-1,0,unpinned,8,4096,12,2,128,measure,3,1155,1084,1151,1081,0,1151,146227,0,0,1,8,69,1056,9,1143,541717b1f7dc7b1c,0
baseline,spin,spin,-1,0,unpinned,8,4096,12,2,128,measure,4,1156,1136,1152,1134,0,1152,153208,0,0,1,8,70,1057,10,1145,541717b1f7dc7b1c,0
baseline,spin,spin,-1,0,unpinned,8,4096,12,2,128,measure,5,1160,1116,1156,1114,0,1156,151076,0,0,1,8,70,1060,9,1147,541717b1f7dc7b1c,0
baseline,spin,spin,-1,0,unpinned,8,4096,12,2,128,measure,6,1159,1158,1156,1156,0,1156,157583,0,0,1,8,70,1059,10,1147,541717b1f7dc7b1c,0
baseline,spin,spin,-1,0,unpinned,8,4096,12,2,128,measure,7,1269,1136,1157,1123,0,1157,152408,0,0,1,8,70,1060,9,1147,541717b1f7dc7b1c,0
baseline,spin,spin,-1,5,unpinned,8,4096,12,2,128,measure,8,1129,1093,1126,1091,0,1126,210500,0,0,1,8,70,1030,10,1118,541717b1f7dc7b1c,0
baseline,spin,spin,-1,5,unpinned,8,4096,12,2,128,measure,9,1120,1119,1117,1117,0,1117,216332,0,0,1,8,70,1021,10,1109,541717b1f7dc7b1c,0
baseline,spin,spin,-1,5,unpinned,8,4096,12,2,128,measure,10,1240,1127,1120,1119,0,1120,216827,0,0,1,8,69,1025,9,1111,541717b1f7dc7b1c,0
baseline,spin,spin,-1,5,unpinned,8,4096,12,2,128,measure,11,1098,1088,1096,1086,0,1096,308051,0,0,1,8,70,1000,9,1087,541717b1f7dc7b1c,0
baseline,spin,spin,-1,0,unpinned,8,4096,12,2,128,measure,12,1096,1060,1094,1058,0,1094,299216,0,0,1,7,70,998,10,1085,541717b1f7dc7b1c,0
baseline,spin,spin,-1,0,unpinned,8,4096,12,2,128,measure,13,1100,1099,1099,1099,0,1099,311686,0,0,1,8,69,1003,9,1089,541717b1f7dc7b1c,0
baseline,spin,spin,-1,0,unpinned,8,4096,12,2,128,measure,14,1099,1025,1097,1023,0,1097,287691,0,0,1,8,69,1003,9,1089,541717b1f7dc7b1c,0
baseline,spin,spin,-1,1,unpinned,8,4096,12,2,128,measure,15,1098,1098,1096,1097,0,1096,311037,0,0,1,7,69,1002,9,1088,541717b1f7dc7b1c,0
baseline,spin,spin,-1,1,unpinned,8,4096,12,2,128,measure,16,1102,1102,1101,1101,0,1101,312321,0,0,1,8,70,1004,10,1093,541717b1f7dc7b1c,0
baseline,spin,spin,-1,1,unpinned,8,4096,12,2,128,measure,17,1182,1101,1094,1094,0,1094,310394,0,0,1,8,70,998,9,1085,541717b1f7dc7b1c,0
baseline,spin,spin,-1,5,unpinned,8,4096,12,2,128,measure,18,1096,1095,1094,1094,0,1094,310262,0,0,1,7,69,998,10,1085,541717b1f7dc7b1c,0
baseline,spin,spin,-1,5,unpinned,8,4096,12,2,128,measure,19,1097,1096,1095,1096,0,1095,310744,0,0,1,8,70,1000,9,1087,541717b1f7dc7b1c,0
