mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,warmup,0,879,49,877,47,831,46,15412,871,6,0,7,69,790,5,871,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,warmup,1,880,49,878,48,831,47,15568,871,7,0,7,69,789,5,870,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,warmup,2,878,48,876,47,831,45,15225,871,5,0,7,69,788,5,869,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,warmup,3,881,51,879,50,831,48,16276,871,8,0,7,68,792,5,872,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,warmup,4,872,42,871,41,830,41,13583,871,0,0,6,68,783,5,863,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,0,871,43,870,43,829,41,13779,871,-1,0,7,68,783,5,863,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,1,885,56,884,55,829,55,18283,871,13,0,7,69,796,5,877,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,2,879,50,877,49,830,47,15905,871,6,0,7,69,789,5,870,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,3,885,55,884,54,830,54,17949,871,13,0,6,68,796,5,876,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,4,882,52,881,51,831,50,16905,871,10,0,7,68,794,4,874,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,5,877,47,876,45,831,45,14952,871,5,0,7,69,788,5,869,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,6,879,10,876,9,872,4,742,871,5,0,7,69,788,5,869,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,7,879,46,876,44,835,41,7731,871,5,0,7,69,787,6,869,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,8,875,41,872,40,834,38,7128,871,1,0,7,69,784,6,866,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,9,878,44,875,42,835,40,7662,871,4,0,7,69,786,6,868,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,10,877,42,874,40,835,39,7302,871,3,0,7,69,786,6,868,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,11,875,41,872,40,835,37,7047,871,1,0,7,69,784,5,865,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,12,872,39,869,37,834,35,6547,871,-2,0,7,69,781,5,862,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,13,875,42,872,40,834,38,7137,871,1,0,7,69,784,6,866,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,14,875,42,872,40,834,38,7065,871,1,0,7,68,784,5,865,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,15,874,40,871,39,835,36,6846,871,0,0,7,69,784,5,865,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,16,875,10,872,9,872,0,1,871,1,0,7,69,781,5,862,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,17,876,42,873,41,835,38,7169,871,2,0,7,69,784,6,866,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,18,874,40,871,39,835,36,6845,871,0,0,7,68,783,5,864,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,0,0,low-capacity,4,4096,12,2,128,measure,19,878,45,875,43,834,41,7644,871,4,0,7,70,786,5,868,c50c94b789741948,0
