mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,legacy,legacy-usleep50,-1,4,unpinned,16,4096,12,2,128,warmup,0,1629,167,1624,163,1617,7,13,0,0,0,9,71,1467,18,1566,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,4,unpinned,16,4096,12,2,128,warmup,1,1651,107,1646,103,1642,4,14,0,0,0,9,71,1485,17,1583,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,4,unpinned,16,4096,12,2,128,warmup,2,1615,44,1609,42,1605,4,14,0,0,0,8,72,1502,18,1600,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,4,unpinned,16,4096,12,2,128,warmup,3,1736,48,1731,45,1726,5,15,0,0,0,9,72,1505,18,1604,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,4,unpinned,16,4096,12,2,128,warmup,4,1644,86,1639,84,1633,6,14,0,0,0,8,72,1454,18,1552,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,16,4096,12,2,128,measure,0,1665,154,1658,151,1654,4,13,0,0,0,8,72,1475,18,1573,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,16,4096,12,2,128,measure,1,1670,92,1665,89,1659,6,14,0,0,0,10,72,1471,18,1571,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,5,unpinned,16,4096,12,2,128,measure,2,1627,143,1621,139,1618,3,13,0,0,0,9,72,1484,17,1582,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,5,unpinned,16,4096,12,2,128,measure,3,1610,42,1605,38,1601,4,14,0,0,0,8,72,1494,17,1592,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,5,unpinned,16,4096,12,2,128,measure,4,1609,41,1604,38,1601,3,14,0,0,0,8,72,1485,18,1584,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,5,unpinned,16,4096,12,2,128,measure,5,1728,44,1724,41,1719,5,15,0,0,0,8,71,1496,18,1594,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,5,unpinned,16,4096,12,2,128,measure,6,1603,63,1598,59,1592,6,14,0,0,0,9,72,1447,18,1546,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,5,unpinned,16,4096,12,2,128,measure,7,1582,108,1577,105,1574,3,13,0,0,0,9,71,1432,17,1530,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,4,unpinned,16,4096,12,2,128,measure,8,1618,146,1612,143,1606,6,13,0,0,0,8,71,1466,17,1563,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,4,unpinned,16,4096,12,2,128,measure,9,1650,86,1644,84,1640,4,14,0,0,0,9,71,1450,18,1549,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,4,unpinned,16,4096,12,2,128,measure,10,1635,81,1629,78,1625,4,14,0,0,0,9,72,1468,18,1567,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,16,4096,12,2,128,measure,11,1617,152,1612,149,1605,7,13,0,0,0,8,71,1462,18,1560,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,16,4096,12,2,128,measure,12,1662,90,1656,87,1650,6,14,0,0,0,8,72,1471,17,1569,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,4,unpinned,16,4096,12,2,128,measure,13,1646,142,1640,138,1635,5,13,0,0,0,9,72,1445,17,1543,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,16,4096,12,2,128,measure,14,1582,72,1577,69,1573,4,13,0,0,0,9,71,1464,18,1563,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,16,4096,12,2,128,measure,15,1704,77,1697,72,1689,8,14,0,0,0,9,72,1506,18,1605,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,16,4096,12,2,128,measure,16,1728,71,1722,67,1717,5,14,0,0,0,9,71,1516,18,1615,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,16,4096,12,2,128,measure,17,1745,135,1738,131,1732,6,14,0,0,0,9,71,1501,18,1600,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,16,4096,12,2,128,measure,18,1632,123,1626,119,1621,5,13,0,0,0,9,71,1495,18,1594,f9e012e63c1c7864,0
baseline,legacy,legacy-usleep50,-1,1,unpinned,16,4096,12,2,128,measure,19,1625,119,1617,115,1610,7,13,0,0,0,9,72,1490,17,1588,f9e012e63c1c7864,0
