mode,wait_policy,wait_strategy,host_cpu_requested,host_cpu_actual,cpu_role,qo_len,kv_len,n_heads,n_kv_heads,head_dim,phase,iteration,host_wall_us,host_thread_cpu_us,wait_wall_us,wait_thread_cpu_us,sleep_us,spin_us,poll_count,predicted_us,prediction_error_us,descriptor_prepare_us,dsp_mapping_us,dsp_validate_in_us,dsp_compute_us,dsp_validate_out_us,dsp_dispatch_total_us,output_hash,ret
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,warmup,0,1164,87,1161,85,1079,82,11452,1108,53,1,8,69,1070,5,1152,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,warmup,1,1169,87,1166,85,1085,81,11389,1114,52,1,9,69,1074,5,1157,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,warmup,2,1165,67,1162,64,1085,77,8126,1114,48,1,9,69,1072,5,1155,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,warmup,3,1167,83,1164,81,1087,77,10924,1114,50,1,9,69,1072,5,1155,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,warmup,4,1165,84,1162,82,1085,77,11028,1114,48,1,9,69,1072,5,1155,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,0,1171,89,1168,87,1085,83,11728,1114,54,1,8,69,1077,5,1159,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,1,1157,75,1154,73,1086,68,9661,1114,40,1,8,69,1063,5,1145,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,2,1171,88,1168,86,1087,81,11674,1114,54,1,8,69,1078,5,1160,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,3,1169,86,1166,84,1087,79,11265,1114,52,1,8,68,1076,5,1158,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,4,1157,73,1153,71,1086,67,9584,1114,39,1,8,69,1063,5,1145,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,5,1164,80,1161,78,1087,74,10544,1114,47,1,8,69,1070,5,1153,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,6,1165,82,1162,79,1087,75,10736,1114,48,1,8,69,1071,5,1153,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,7,1156,77,1154,75,1083,71,10037,1114,40,1,9,69,1062,5,1145,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,8,1171,93,1168,91,1080,88,12525,1114,54,1,8,68,1078,5,1160,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,9,1170,89,1167,87,1082,85,12143,1114,53,1,7,68,1078,5,1159,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,10,1171,89,1168,87,1084,84,12051,1114,54,1,8,68,1079,5,1161,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,11,1174,96,1171,94,1081,90,12768,1114,57,1,8,68,1081,5,1163,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,12,1174,97,1171,95,1080,91,13060,1114,57,1,8,69,1081,5,1163,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,13,1165,84,1162,82,1083,79,11265,1114,48,1,8,69,1072,5,1154,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,14,1172,96,1169,94,1078,91,13058,1114,55,1,8,68,1080,5,1162,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,15,1170,93,1167,91,1078,89,12611,1114,53,1,8,69,1076,6,1160,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,16,1167,88,1164,86,1081,83,11893,1114,50,1,8,69,1073,5,1155,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,17,1177,100,1173,98,1079,94,13449,1114,59,1,9,69,1082,6,1166,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,18,1175,97,1172,95,1079,93,13271,1114,58,1,8,68,1082,5,1164,c50c94b789741948,0
baseline,predictive,predictive-sleep-spin,6,6,high-capacity,4,4096,12,2,128,measure,19,1170,91,1167,89,1081,86,12274,1114,53,1,8,69,1076,5,1159,c50c94b789741948,0
