key,label,q,kv,q_task_rows,requested_workers,mapping,host_us_median,host_us_ci_low,host_us_ci_high,profiled_total_median,profiled_total_ci_low,profiled_total_ci_high,q_load_median,q_load_ci_low,q_load_ci_high,k_load_median,k_load_ci_low,k_load_ci_high,v_load_median,v_load_ci_low,v_load_ci_high,qk_dot_median,qk_dot_ci_low,qk_dot_ci_high,safe_sm_median,safe_sm_ci_low,safe_sm_ci_high,scna_exp_median,scna_exp_ci_low,scna_exp_ci_high,state_update_median,state_update_ci_low,state_update_ci_high,core_acc_median,core_acc_ci_low,core_acc_ci_high,o_scale_median,o_scale_ci_low,o_scale_ci_high,o_store_median,o_store_ci_low,o_store_ci_high,active_workers_median,active_workers_ci_low,active_workers_ci_high,tasks_median,tasks_ci_low,tasks_ci_high,q_task_rows_actual_median,q_task_rows_actual_ci_low,q_task_rows_actual_ci_high,vtcm_total_bytes_median,vtcm_total_bytes_ci_low,vtcm_total_bytes_ci_high,task_records_max_worker_median,task_records_max_worker_ci_low,task_records_max_worker_ci_high,task_records_min_worker_median,task_records_min_worker_ci_low,task_records_min_worker_ci_high,task_record_imbalance_median,task_record_imbalance_ci_low,task_record_imbalance_ci_high
original_baseline|32|4096|32|auto|original_kv_head,original_baseline,32,4096,32,auto,original_kv_head,1584.5,1563.0,1603.0,2450.0,2444.0,2456.0,16.0,16.0,16.0,180.0,177.0,184.0,125.0,123.0,126.0,25.0,25.0,25.0,2037.5,2029.0,2043.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,41.0,43.0,4.0,4.0,5.0,24.0,24.0,24.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
original_lut-exp|32|4096|32|auto|original_kv_head,original_lut-exp,32,4096,32,auto,original_kv_head,1053.5,1021.0,1071.0,1420.5,1413.0,1423.5,16.0,16.0,16.0,177.0,174.0,181.0,119.0,118.0,120.0,25.0,25.0,26.0,1015.0,1009.0,1018.5,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,46.0,4.0,3.0,4.0,24.0,24.0,24.0,2.0,2.0,2.0,2.0,2.0,2.0,32.0,32.0,32.0,2097152.0,2097152.0,2097152.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
